entity_id	valid	rejected	polled	electors	UNP	PA	TULF	JVP	SU	DLF	NLF	EPDP	USP	ULF	SLMK	SEP	SMBP	IND4	IND2	IND3	JSP	RJP	SLPF	IND1	SLNF
LK-6187085	171	7	179	232	86	72		11	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187090	214	9	224	289	107	89		14	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187095	267	12	279	362	134	112		17	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187100	267	12	279	361	133	111		17	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187105	305	13	319	412	152	127		20	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187110	336	15	352	455	168	141		22	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187115	610	27	638	825	305	255		40	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187120	426	19	445	576	213	178		28	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187125	197	8	206	267	99	82		13	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187130	281	12	294	380	141	118		18	1		1			0	0			0	0	0	0	0	0	0	0
LK-6187135	210	9	219	284	105	88		13	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187140	247	11	259	335	124	103		16	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187145	326	14	341	442	163	137		21	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187150	479	21	501	648	240	201		31	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187155	382	17	399	516	191	160		25	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187160	323	14	338	437	162	135		21	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187165	173	7	181	235	87	72		11	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187170	311	14	325	420	155	130		20	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187175	197	8	206	267	99	82		13	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187180	687	31	718	929	344	288		45	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187185	357	16	373	482	178	149		23	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187190	329	14	344	445	165	138		21	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187195	185	8	193	250	92	77		12	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187200	183	8	192	248	92	77		12	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187205	166	7	174	225	83	69		10	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187210	149	6	155	201	74	62		9	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187215	500	22	523	676	250	209		32	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187220	295	13	309	400	148	124		19	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187225	311	14	325	421	156	130		20	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187230	359	16	375	485	179	150		23	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187235	309	14	323	418	155	129		20	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187240	301	13	315	408	151	126		19	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187245	955	43	999	1292	478	400		63	6		3			1	0			0	0	0	0	0	0	0	0
LK-6187250	226	10	236	306	113	95		14	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187255	432	19	452	585	216	181		28	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187260	267	12	279	362	134	112		17	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187265	556	25	581	752	278	233		36	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187270	256	11	267	346	128	107		16	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187275	206	9	215	279	103	86		13	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187280	413	18	432	559	207	173		27	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187285	357	16	373	483	179	149		23	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187290	665	30	695	899	333	278		43	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187295	490	22	513	663	246	205		32	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187300	388	17	405	524	194	162		25	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187305	323	14	338	437	162	135		21	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187310	405	18	424	549	203	170		26	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187315	258	11	270	349	129	108		17	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187320	202	9	212	274	101	85		13	1		0			0	0			0	0	0	0	0	0	0	0
LK-6187325	568	25	594	768	284	238		37	3		2			0	0			0	0	0	0	0	0	0	0
LK-6187330	315	14	329	426	157	132		20	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187335	432	19	451	584	216	181		28	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187340	332	15	348	450	166	139		21	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187345	535	24	559	724	268	224		35	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187350	458	20	479	619	229	192		30	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187355	440	20	460	595	220	184		29	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187360	534	24	558	722	267	223		35	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187365	370	16	387	501	185	155		24	2		1			0	0			0	0	0	0	0	0	0	0
LK-6187370	509	23	532	689	255	213		33	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187375	596	27	623	806	298	249		39	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187380	694	31	725	939	347	291		45	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187385	445	20	465	602	223	186		29	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187390	282	12	295	382	141	118		18	1		1			0	0			0	0	0	0	0	0	0	0
LK-6187395	519	23	543	702	260	217		34	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187400	811	36	848	1098	406	340		53	5		2			0	0			0	0	0	0	0	0	0	0
LK-6187405	571	26	597	772	286	239		37	3		2			0	0			0	0	0	0	0	0	0	0
LK-6187410	597	27	624	807	299	250		39	4		2			0	0			0	0	0	0	0	0	0	0
LK-6187415	483	21	504	653	242	202		31	3		1			0	0			0	0	0	0	0	0	0	0
LK-6187420	1258	57	1315	1701	630	527		82	8		4			1	0			0	0	0	0	0	0	0	0
LK-62	284432	14237	298919	425919	144127	118498		17065	1224		1594								1	0	0	0	0	0	0
LK-6203	21268	1587	22865	33767	13661	6816		516	20		117								0	0	0	0	0	0	0
LK-6203005	310	23	333	492	199	99		7	0		1								0	0	0	0	0	0	0
LK-6203010	297	22	319	471	191	95		7	0		1								0	0	0	0	0	0	0
LK-6203015	857	64	922	1361	551	275		21	1		5								0	0	0	0	0	0	0
LK-6203020	262	19	282	416	168	84		6	0		1								0	0	0	0	0	0	0
LK-6203025	557	41	599	884	358	178		13	0		3								0	0	0	0	0	0	0
LK-6203030	1531	115	1646	2430	984	491		38	2		9								0	0	0	0	0	0	0
LK-6203035	267	20	287	424	171	85		6	0		1								0	0	0	0	0	0	0
LK-6203040	508	38	546	806	326	163		12	0		3								0	0	0	0	0	0	0
LK-6203045	152	11	163	242	97	48		3	0		0								0	0	0	0	0	0	0
LK-6203050	522	39	561	828	335	167		13	0		3								0	0	0	0	0	0	0
LK-6203055	542	40	583	861	348	174		13	0		3								0	0	0	0	0	0	0
LK-6203060	1120	84	1204	1778	719	359		27	1		7								0	0	0	0	0	0	0
LK-6203065	959	72	1031	1523	616	308		23	1		6								0	0	0	0	0	0	0
LK-6203070	483	36	519	767	310	155		12	0		3								0	0	0	0	0	0	0
LK-6203075	985	74	1059	1565	633	316		24	1		6								0	0	0	0	0	0	0
LK-6203080	428	32	460	679	275	137		10	0		2								0	0	0	0	0	0	0
LK-6203085	268	20	288	426	172	86		6	0		1								0	0	0	0	0	0	0
LK-6203090	606	45	652	963	390	194		15	1		3								0	0	0	0	0	0	0
LK-6203095	616	46	662	978	396	197		15	1		3								0	0	0	0	0	0	0
LK-6203100	804	60	865	1277	517	258		20	1		5								0	0	0	0	0	0	0
LK-6203105	287	21	309	456	184	92		7	0		1								0	0	0	0	0	0	0
LK-6203110	1627	122	1749	2583	1045	522		40	2		10								0	0	0	0	0	0	0
LK-6203115	1731	130	1861	2748	1112	555		43	3		10								0	0	0	0	0	0	0
LK-6203120	624	46	671	990	401	200		15	1		3								0	0	0	0	0	0	0
LK-6203125	617	46	663	980	396	198		15	1		3								0	0	0	0	0	0	0
LK-6203130	693	52	745	1100	445	222		17	1		4								0	0	0	0	0	0	0
LK-6203135	464	34	498	736	298	148		11	0		2								0	0	0	0	0	0	0
LK-6203140	500	37	538	794	321	160		12	0		3								0	0	0	0	0	0	0
LK-6203145	248	18	267	394	159	79		6	0		1								0	0	0	0	0	0	0
LK-6203150	506	38	544	803	325	162		12	0		3								0	0	0	0	0	0	0
LK-6203155	1897	142	2039	3012	1219	609		47	3		11								0	0	0	0	0	0	0
LK-6206	5114	326	5449	7979	2878	1911		244	2		30								0	0	0	0	0	0	0
LK-6206005	27	2	29	44	17	8		0	0		0								0	0	0	0	0	0	0
LK-6206010	198	14	213	314	127	63		4	0		1								0	0	0	0	0	0	0
LK-6206015	57	4	61	91	37	18		1	0		0								0	0	0	0	0	0	0
LK-6206020	189	14	203	301	121	60		4	0		1								0	0	0	0	0	0	0
LK-6206025	336	25	362	534	216	108		8	0		2								0	0	0	0	0	0	0
LK-6206030	593	44	637	941	381	190		14	1		3								0	0	0	0	0	0	0
LK-6206035	235	17	253	373	151	75		5	0		1								0	0	0	0	0	0	0
LK-6206040	397	20	418	605	182	177		32	0		3								0	0	0	0	0	0	0
LK-6206045	384	20	404	585	176	171		31	0		3								0	0	0	0	0	0	0
LK-6206050	339	17	357	516	155	151		27	0		2								0	0	0	0	0	0	0
LK-6206055	489	25	515	745	224	217		40	0		4								0	0	0	0	0	0	0
LK-6206060	283	14	298	431	130	126		23	0		2								0	0	0	0	0	0	0
LK-6206065	315	16	332	480	144	140		26	0		2								0	0	0	0	0	0	0
LK-6206070	112	8	120	177	72	35		2	0		0								0	0	0	0	0	0	0
LK-6206075	218	16	235	347	140	70		5	0		1								0	0	0	0	0	0	0
LK-6206080	714	53	767	1133	459	229		17	1		4								0	0	0	0	0	0	0
LK-6206085	228	17	245	362	146	73		5	0		1								0	0	0	0	0	0	0
LK-6209	9184	471	9666	13991	4210	4084		743	2		69								0	0	0	0	0	0	0
LK-6209005	359	18	378	547	165	160		29	0		3								0	0	0	0	0	0	0
LK-6209010	332	17	350	506	152	148		27	0		2								0	0	0	0	0	0	0
LK-6209015	849	44	894	1294	390	378		69	1		7								0	0	0	0	0	0	0
LK-6209020	203	10	213	309	93	90		16	0		1								0	0	0	0	0	0	0
LK-6209025	287	15	302	437	132	128		23	0		2								0	0	0	0	0	0	0
LK-6209030	224	11	236	341	103	99		18	0		1								0	0	0	0	0	0	0
LK-6209035	458	24	482	697	210	204		37	0		4								0	0	0	0	0	0	0
LK-6209040	303	15	319	461	139	135		24	0		2								0	0	0	0	0	0	0
LK-6209045	287	15	302	437	131	127		23	0		2								0	0	0	0	0	0	0
LK-6209050	286	15	301	436	131	127		23	0		2								0	0	0	0	0	0	0
LK-6209055	609	31	641	928	279	271		50	0		5								0	0	0	0	0	0	0
LK-6209060	624	32	657	951	286	278		51	0		5								0	0	0	0	0	0	0
LK-6209065	260	13	273	396	119	115		21	0		2								0	0	0	0	0	0	0
LK-6209070	248	13	261	378	114	110		20	0		2								0	0	0	0	0	0	0
LK-6209075	277	14	292	423	127	123		22	0		2								0	0	0	0	0	0	0
LK-6209080	229	12	241	348	105	102		18	0		2								0	0	0	0	0	0	0
LK-6209085	214	11	225	326	98	95		17	0		1								0	0	0	0	0	0	0
LK-6209090	265	13	279	404	121	118		21	0		2								0	0	0	0	0	0	0
LK-6209095	684	35	720	1042	314	304		56	1		6								0	0	0	0	0	0	0
LK-6209100	198	10	208	302	91	88		16	0		1								0	0	0	0	0	0	0
LK-6209105	345	18	363	525	158	153		28	0		3								0	0	0	0	0	0	0
LK-6209110	269	14	283	410	123	120		22	0		2								0	0	0	0	0	0	0
LK-6209115	534	28	562	814	245	238		44	0		4								0	0	0	0	0	0	0
LK-6209120	184	9	194	281	84	82		15	0		1								0	0	0	0	0	0	0
LK-6209125	343	18	361	522	157	152		28	0		3								0	0	0	0	0	0	0
LK-6209130	313	16	329	476	143	139		25	0		2								0	0	0	0	0	0	0
LK-6212	5675	289	5970	8644	2600	2522		457	0		42								0	0	0	0	0	0	0
LK-6212005	416	21	438	634	191	185		34	0		3								0	0	0	0	0	0	0
LK-6212010	229	12	241	348	105	102		18	0		2								0	0	0	0	0	0	0
LK-6212015	215	11	226	327	98	95		17	0		1								0	0	0	0	0	0	0
LK-6212020	546	28	574	831	250	243		44	0		4								0	0	0	0	0	0	0
LK-6212025	352	18	370	536	161	156		29	0		3								0	0	0	0	0	0	0
LK-6212030	288	15	303	439	132	128		23	0		2								0	0	0	0	0	0	0
LK-6212035	216	11	227	329	99	96		17	0		1								0	0	0	0	0	0	0
LK-6212040	125	6	131	190	57	55		10	0		1								0	0	0	0	0	0	0
LK-6212045	242	12	255	369	111	107		19	0		2								0	0	0	0	0	0	0
LK-6212050	225	11	237	343	103	100		18	0		1								0	0	0	0	0	0	0
LK-6212055	219	11	231	334	100	97		18	0		1								0	0	0	0	0	0	0
LK-6212060	295	15	310	449	135	131		24	0		2								0	0	0	0	0	0	0
LK-6212065	346	18	364	527	159	154		28	0		3								0	0	0	0	0	0	0
LK-6212070	346	18	364	527	159	154		28	0		3								0	0	0	0	0	0	0
LK-6212075	133	6	140	203	61	59		10	0		1								0	0	0	0	0	0	0
LK-6212080	355	18	374	541	163	158		29	0		3								0	0	0	0	0	0	0
LK-6212085	411	21	432	626	188	183		33	0		3								0	0	0	0	0	0	0
LK-6212090	373	19	392	568	171	166		30	0		3								0	0	0	0	0	0	0
LK-6212095	343	18	361	523	157	153		28	0		3								0	0	0	0	0	0	0
LK-6215	21231	1528	22771	33551	13178	7122		663	25		128								1	0	0	0	0	0	0
LK-6215005	1865	140	2006	2962	1199	599		46	3		11								0	0	0	0	0	0	0
LK-6215010	823	43	866	1254	378	366		67	1		7								0	0	0	0	0	0	0
LK-6215015	317	16	334	483	145	141		26	0		2								0	0	0	0	0	0	0
LK-6215020	428	22	450	652	196	190		35	0		3								0	0	0	0	0	0	0
LK-6215025	868	65	933	1378	557	278		21	1		5								0	0	0	0	0	0	0
LK-6215030	899	67	967	1428	578	288		22	1		5								0	0	0	0	0	0	0
LK-6215035	1662	124	1787	2639	1068	533		41	2		10								0	0	0	0	0	0	0
LK-6215040	3452	259	3711	5480	2218	1108		86	6		21								1	0	0	0	0	0	0
LK-6215045	967	72	1040	1536	621	310		24	1		6								0	0	0	0	0	0	0
LK-6215050	2506	188	2694	3978	1610	804		62	4		15								0	0	0	0	0	0	0
LK-6215055	779	58	838	1237	501	250		19	1		4								0	0	0	0	0	0	0
LK-6215060	387	29	416	615	248	124		9	0		2								0	0	0	0	0	0	0
LK-6215065	430	32	463	683	276	138		10	0		2								0	0	0	0	0	0	0
LK-6215070	154	11	165	244	99	49		3	0		0								0	0	0	0	0	0	0
LK-6215075	1668	125	1793	2648	1072	535		41	2		10								0	0	0	0	0	0	0
LK-6215080	379	19	399	578	174	169		31	0		3								0	0	0	0	0	0	0
LK-6215085	570	29	600	868	261	253		46	0		5								0	0	0	0	0	0	0
LK-6215090	209	15	225	332	134	67		5	0		1								0	0	0	0	0	0	0
LK-6215095	271	20	292	431	174	87		6	0		1								0	0	0	0	0	0	0
LK-6215100	839	63	902	1333	539	269		20	1		5								0	0	0	0	0	0	0
LK-6215105	1307	98	1405	2075	840	419		32	2		8								0	0	0	0	0	0	0
LK-6215110	451	33	485	717	290	145		11	0		2								0	0	0	0	0	0	0
LK-6218	16741	1102	17854	26183	9611	6136		761	12		106								0	0	0	0	0	0	0
LK-6218005	607	45	652	964	390	195		15	1		3								0	0	0	0	0	0	0
LK-6218010	796	59	855	1263	511	255		19	1		4								0	0	0	0	0	0	0
LK-6218015	1544	81	1625	2352	709	687		127	2		13								0	0	0	0	0	0	0
LK-6218020	886	46	933	1350	407	394		72	1		7								0	0	0	0	0	0	0
LK-6218025	1132	59	1191	1724	519	504		93	1		9								0	0	0	0	0	0	0
LK-6218030	478	35	514	760	307	153		11	0		3								0	0	0	0	0	0	0
LK-6218035	499	37	537	792	320	160		12	0		3								0	0	0	0	0	0	0
LK-6218040	404	30	434	641	259	129		10	0		2								0	0	0	0	0	0	0
LK-6218045	615	46	661	976	395	197		15	1		3								0	0	0	0	0	0	0
LK-6218050	651	48	700	1033	418	209		16	1		4								0	0	0	0	0	0	0
LK-6218055	359	26	386	570	230	115		8	0		2								0	0	0	0	0	0	0
LK-6218060	420	31	452	667	270	135		10	0		2								0	0	0	0	0	0	0
LK-6218065	534	28	562	813	245	237		43	0		4								0	0	0	0	0	0	0
LK-6218070	291	21	312	462	187	93		7	0		1								0	0	0	0	0	0	0
LK-6218075	477	35	512	757	306	153		11	0		2								0	0	0	0	0	0	0
LK-6218080	335	25	360	532	215	107		8	0		2								0	0	0	0	0	0	0
LK-6218085	495	37	532	786	318	159		12	0		3								0	0	0	0	0	0	0
LK-6218090	487	25	512	742	223	216		40	0		4								0	0	0	0	0	0	0
LK-6218095	246	12	259	375	113	109		20	0		2								0	0	0	0	0	0	0
LK-6218100	373	19	392	568	171	166		30	0		3								0	0	0	0	0	0	0
LK-6218105	452	23	475	688	207	201		37	0		3								0	0	0	0	0	0	0
LK-6218110	518	38	557	823	333	166		12	0		3								0	0	0	0	0	0	0
LK-6218115	335	25	361	533	215	107		8	0		2								0	0	0	0	0	0	0
LK-6218120	371	27	399	590	239	119		9	0		2								0	0	0	0	0	0	0
LK-6218125	645	48	694	1024	414	207		16	1		4								0	0	0	0	0	0	0
LK-6218130	267	20	287	425	172	85		6	0		1								0	0	0	0	0	0	0
LK-6218140	1161	87	1248	1844	746	372		29	2		7								0	0	0	0	0	0	0
LK-6218145	559	29	588	852	256	249		46	0		4								0	0	0	0	0	0	0
LK-6218150	575	43	618	913	369	184		14	1		3								0	0	0	0	0	0	0
LK-6218155	229	17	246	364	147	73		5	0		1								0	0	0	0	0	0	0
LK-6221	7297	374	7682	11119	3344	3243		589	0		56								0	0	0	0	0	0	0
LK-6221005	353	18	372	538	162	157		29	0		3								0	0	0	0	0	0	0
LK-6221010	290	15	305	442	133	129		23	0		2								0	0	0	0	0	0	0
LK-6221015	394	20	415	601	181	175		32	0		3								0	0	0	0	0	0	0
LK-6221020	502	26	528	764	230	223		41	0		4								0	0	0	0	0	0	0
LK-6221025	365	19	384	556	167	162		30	0		3								0	0	0	0	0	0	0
LK-6221030	200	10	211	305	92	89		16	0		1								0	0	0	0	0	0	0
LK-6221035	190	10	200	290	87	84		15	0		1								0	0	0	0	0	0	0
LK-6221040	249	13	263	380	114	111		20	0		2								0	0	0	0	0	0	0
LK-6221045	243	12	256	370	111	108		20	0		2								0	0	0	0	0	0	0
LK-6221050	176	9	185	268	81	78		14	0		1								0	0	0	0	0	0	0
LK-6221055	238	12	251	363	109	106		19	0		2								0	0	0	0	0	0	0
LK-6221060	242	12	254	368	111	107		19	0		2								0	0	0	0	0	0	0
LK-6221065	148	7	156	225	68	66		12	0		1								0	0	0	0	0	0	0
LK-6221070	387	20	407	589	177	172		31	0		3								0	0	0	0	0	0	0
LK-6221075	251	13	265	383	115	112		20	0		2								0	0	0	0	0	0	0
LK-6221080	228	12	240	348	104	101		18	0		2								0	0	0	0	0	0	0
LK-6221085	345	18	363	525	158	153		28	0		3								0	0	0	0	0	0	0
LK-6221090	208	10	219	317	95	92		17	0		1								0	0	0	0	0	0	0
LK-6221095	349	18	367	532	160	155		28	0		3								0	0	0	0	0	0	0
LK-6221100	313	16	330	477	144	139		25	0		2								0	0	0	0	0	0	0
LK-6221105	238	12	251	363	109	106		19	0		2								0	0	0	0	0	0	0
LK-6221110	346	18	364	527	159	154		28	0		3								0	0	0	0	0	0	0
LK-6221115	232	12	244	354	106	103		19	0		2								0	0	0	0	0	0	0
LK-6221120	312	16	328	475	143	139		25	0		2								0	0	0	0	0	0	0
LK-6221125	498	26	524	759	228	222		41	0		4								0	0	0	0	0	0	0
LK-6224	15007	772	15792	22858	6877	6671		1219	2		116								0	0	0	0	0	0	0
LK-6224005	500	26	526	762	229	222		41	0		4								0	0	0	0	0	0	0
LK-6224010	364	19	384	555	167	162		30	0		3								0	0	0	0	0	0	0
LK-6224015	346	18	365	528	159	154		28	0		3								0	0	0	0	0	0	0
LK-6224020	526	27	553	801	241	234		43	0		4								0	0	0	0	0	0	0
LK-6224025	378	19	398	575	173	168		31	0		3								0	0	0	0	0	0	0
LK-6224030	482	25	507	734	221	214		39	0		4								0	0	0	0	0	0	0
LK-6224035	392	20	412	597	180	174		32	0		3								0	0	0	0	0	0	0
LK-6224040	253	13	266	385	116	112		20	0		2								0	0	0	0	0	0	0
LK-6224045	387	20	408	590	177	172		31	0		3								0	0	0	0	0	0	0
LK-6224050	430	22	453	656	197	191		35	0		3								0	0	0	0	0	0	0
LK-6224055	526	27	553	801	241	234		43	0		4								0	0	0	0	0	0	0
LK-6224060	485	25	510	739	222	216		39	0		4								0	0	0	0	0	0	0
LK-6224065	321	16	338	489	147	143		26	0		2								0	0	0	0	0	0	0
LK-6224070	176	9	185	268	81	78		14	0		1								0	0	0	0	0	0	0
LK-6224075	201	10	212	307	92	89		16	0		1								0	0	0	0	0	0	0
LK-6224080	456	23	480	694	209	203		37	0		4								0	0	0	0	0	0	0
LK-6224085	356	18	375	543	163	158		29	0		3								0	0	0	0	0	0	0
LK-6224090	539	28	567	820	247	240		44	0		4								0	0	0	0	0	0	0
LK-6224095	404	21	425	615	185	180		33	0		3								0	0	0	0	0	0	0
LK-6224100	292	15	307	445	134	130		24	0		2								0	0	0	0	0	0	0
LK-6224105	490	25	516	746	225	218		40	0		4								0	0	0	0	0	0	0
LK-6224110	487	25	513	742	223	217		40	0		4								0	0	0	0	0	0	0
LK-6224115	716	37	753	1090	328	318		58	1		6								0	0	0	0	0	0	0
LK-6224120	410	21	431	624	188	182		33	0		3								0	0	0	0	0	0	0
LK-6224125	326	17	343	496	149	145		26	0		2								0	0	0	0	0	0	0
LK-6224130	202	10	212	307	92	89		16	0		1								0	0	0	0	0	0	0
LK-6224135	500	26	526	762	229	222		41	0		4								0	0	0	0	0	0	0
LK-6224140	712	37	749	1085	327	317		58	1		6								0	0	0	0	0	0	0
LK-6224145	521	27	548	793	239	231		42	0		4								0	0	0	0	0	0	0
LK-6224150	419	22	441	639	192	186		34	0		3								0	0	0	0	0	0	0
LK-6224155	410	21	432	625	188	182		33	0		3								0	0	0	0	0	0	0
LK-6224160	465	24	489	708	213	207		38	0		4								0	0	0	0	0	0	0
LK-6224165	400	20	421	609	183	178		32	0		3								0	0	0	0	0	0	0
LK-6224170	524	27	551	798	240	233		43	0		4								0	0	0	0	0	0	0
LK-6224175	611	32	643	930	280	272		50	0		5								0	0	0	0	0	0	0
LK-6227	9583	494	10085	14595	4391	4262		781	5		76								0	0	0	0	0	0	0
LK-6227005	683	35	719	1040	313	304		56	1		6								0	0	0	0	0	0	0
LK-6227010	587	30	618	895	269	261		48	0		5								0	0	0	0	0	0	0
LK-6227015	311	16	327	473	142	138		25	0		2								0	0	0	0	0	0	0
LK-6227020	417	21	439	636	191	186		34	0		3								0	0	0	0	0	0	0
LK-6227025	427	22	450	651	196	190		35	0		3								0	0	0	0	0	0	0
LK-6227030	594	31	625	904	272	264		48	0		5								0	0	0	0	0	0	0
LK-6227035	596	31	627	907	273	265		49	0		5								0	0	0	0	0	0	0
LK-6227040	565	29	594	860	259	251		46	0		4								0	0	0	0	0	0	0
LK-6227045	319	16	335	485	146	142		26	0		2								0	0	0	0	0	0	0
LK-6227050	498	26	524	759	228	222		41	0		4								0	0	0	0	0	0	0
LK-6227055	662	34	697	1009	304	295		54	1		5								0	0	0	0	0	0	0
LK-6227060	743	38	782	1131	341	330		61	1		6								0	0	0	0	0	0	0
LK-6227065	956	50	1006	1456	438	425		78	1		8								0	0	0	0	0	0	0
LK-6227070	348	18	366	530	159	155		28	0		3								0	0	0	0	0	0	0
LK-6227075	740	38	779	1127	339	329		60	1		6								0	0	0	0	0	0	0
LK-6227080	386	20	406	587	177	171		31	0		3								0	0	0	0	0	0	0
LK-6227085	288	15	303	439	132	128		23	0		2								0	0	0	0	0	0	0
LK-6227090	463	24	488	706	212	206		38	0		4								0	0	0	0	0	0	0
LK-6230	17736	843	18593	25400	8796	7584		1045	98		93								0	0	0	0	0	0	0
LK-6230005	603	29	632	863	299	258		36	3		3								0	0	0	0	0	0	0
LK-6230010	392	18	411	562	194	168		23	2		2								0	0	0	0	0	0	0
LK-6230015	666	32	699	954	330	285		39	4		4								0	0	0	0	0	0	0
LK-6230020	944	45	990	1352	468	404		56	6		5								0	0	0	0	0	0	0
LK-6230025	263	12	275	376	130	112		15	1		1								0	0	0	0	0	0	0
LK-6230030	249	12	261	357	124	106		14	1		1								0	0	0	0	0	0	0
LK-6230035	415	20	435	594	206	177		24	2		2								0	0	0	0	0	0	0
LK-6230040	374	18	392	536	185	160		22	2		2								0	0	0	0	0	0	0
LK-6230045	876	42	918	1254	434	375		52	5		5								0	0	0	0	0	0	0
LK-6230050	335	16	351	480	166	143		20	2		2								0	0	0	0	0	0	0
LK-6230055	338	16	354	484	168	144		20	2		2								0	0	0	0	0	0	0
LK-6230060	293	14	307	419	145	125		17	1		1								0	0	0	0	0	0	0
LK-6230065	446	21	468	639	221	191		26	2		2								0	0	0	0	0	0	0
LK-6230070	295	14	309	422	146	126		17	1		1								0	0	0	0	0	0	0
LK-6230075	1039	50	1089	1488	515	445		62	6		6								0	0	0	0	0	0	0
LK-6230080	390	18	409	559	194	167		23	2		2								0	0	0	0	0	0	0
LK-6230085	513	24	538	735	254	219		30	3		3								0	0	0	0	0	0	0
LK-6230090	657	31	689	941	326	281		39	4		4								0	0	0	0	0	0	0
LK-6230095	414	20	434	593	205	177		24	2		2								0	0	0	0	0	0	0
LK-6230100	717	34	752	1027	356	307		42	4		4								0	0	0	0	0	0	0
LK-6230105	330	15	346	473	164	141		19	2		2								0	0	0	0	0	0	0
LK-6230110	284	13	298	407	141	121		17	1		1								0	0	0	0	0	0	0
LK-6230115	588	28	616	842	292	251		35	3		3								0	0	0	0	0	0	0
LK-6230120	654	31	685	936	324	280		39	4		4								0	0	0	0	0	0	0
LK-6230125	465	22	487	665	230	199		27	2		2								0	0	0	0	0	0	0
LK-6230130	918	44	963	1315	456	393		54	5		5								0	0	0	0	0	0	0
LK-6230135	375	18	393	537	186	160		22	2		2								0	0	0	0	0	0	0
LK-6230140	554	26	581	793	275	237		33	3		3								0	0	0	0	0	0	0
LK-6230145	477	23	500	683	237	204		28	3		2								0	0	0	0	0	0	0
LK-6230150	1106	53	1160	1584	549	473		66	7		6								0	0	0	0	0	0	0
LK-6230155	480	23	503	688	238	205		28	3		2								0	0	0	0	0	0	0
LK-6230160	796	38	834	1140	395	340		47	5		4								0	0	0	0	0	0	0
LK-6230165	490	23	514	702	243	210		29	3		3								0	0	0	0	0	0	0
LK-6233	26459	1255	27742	37893	13120	11315		1560	149		142								0	0	0	0	0	0	0
LK-6233005	442	21	463	633	219	189		26	2		2								0	0	0	0	0	0	0
LK-6233010	1325	64	1389	1898	658	567		79	8		8								0	0	0	0	0	0	0
LK-6233015	328	15	344	470	163	140		19	2		2								0	0	0	0	0	0	0
LK-6233020	177	8	185	253	87	75		10	1		1								0	0	0	0	0	0	0
LK-6233025	287	13	301	411	142	123		17	1		1								0	0	0	0	0	0	0
